user,artist,sex,country
7145,amon tobin,m,United States
7145,massive attack,m,United States
7145,pink martini,m,United States
7145,portishead,m,United States
7145,a tribe called quest,m,United States
7145,aphex twin,m,United States
7145,supertramp,m,United States
7145,paul van dyk,m,United States
7145,above & beyond,m,United States
7145,groove armada,m,United States
7145,michael jackson,m,United States
7145,moby,m,United States
7145,the specials,m,United States
7146,amon tobin,f,Russian Federation
7146,boards of canada,f,Russian Federation
7146,beck,f,Russian Federation
7146,radiohead,f,Russian Federation
7146,the chemical brothers,f,Russian Federation
7146,massive attack,f,Russian Federation
7146,prefuse 73,f,Russian Federation
7146,venetian snares,f,Russian Federation
7146,four tet,f,Russian Federation
7146,thom yorke,f,Russian Federation
7146,queens of the stone age,f,Russian Federation
7146,pearl jam,f,Russian Federation
7146,apparat,f,Russian Federation
7146,cocorosie,f,Russian Federation
7146,the cinematic orchestra,f,Russian Federation
7146,the books,f,Russian Federation
7146,joy division,f,Russian Federation
7146,gnarls barkley,f,Russian Federation
7146,justice,f,Russian Federation
7146,tricky,f,Russian Federation
7146,roots manuva,f,Russian Federation
7146,animal collective,f,Russian Federation
7146,infected mushroom,f,Russian Federation
7146,shpongle,f,Russian Federation
7146,björk,f,Russian Federation
7146,incubus,f,Russian Federation
7146,squarepusher,f,Russian Federation
7146,dj krush,f,Russian Federation
7148,emilie autumn,f,Netherlands
7148,breaking benjamin,f,Netherlands
7148,kamelot,f,Netherlands
7148,papa roach,f,Netherlands
7148,creed,f,Netherlands
7148,nickelback,f,Netherlands
7148,lifehouse,f,Netherlands
7148,my chemical romance,f,Netherlands
7148,30 seconds to mars,f,Netherlands
7148,seether,f,Netherlands
7148,hoobastank,f,Netherlands
7148,alter bridge,f,Netherlands
7148,phil collins,f,Netherlands
7148,goo goo dolls,f,Netherlands
7148,disturbed,f,Netherlands
7148,chevelle,f,Netherlands
7148,katy perry,f,Netherlands
7148,funeral for a friend,f,Netherlands
7149,the cure,m,United States
7149,depeche mode,m,United States
7149,apoptygma berzerk,m,United States
7149,the chemical brothers,m,United States
7149,siouxsie and the banshees,m,United States
7150,pink martini,m,Poland
7150,Édith piaf,m,Poland
7150,john coltrane,m,Poland
7150,louis armstrong,m,Poland
7150,the doors,m,Poland
7150,koop,m,Poland
7150,aretha franklin,m,Poland
7150,kings of convenience,m,Poland
7150,ray charles,m,Poland
7150,arcade fire,m,Poland
7150,diana krall,m,Poland
7150,st. germain,m,Poland
7150,frank sinatra,m,Poland
7150,nick cave and the bad seeds,m,Poland
7150,nina simone,m,Poland
7150,the knife,m,Poland
7150,josé gonzález,m,Poland
7151,misfits,m,United States
7151,against me!,m,United States
7151,the smiths,m,United States
7151,sonic youth,m,United States
7151,modest mouse,m,United States
7151,bad brains,m,United States
7151,the rolling stones,m,United States
7151,the brian jonestown massacre,m,United States
7151,band of horses,m,United States
7151,streetlight manifesto,m,United States
7151,neil young,m,United States
7151,nick drake,m,United States
7151,kanye west,m,United States
7151,joy division,m,United States
7151,minor threat,m,United States
7151,t. rex,m,United States
7151,the specials,m,United States
7151,the jimi hendrix experience,m,United States
7151,elliott smith,m,United States
7151,dinosaur jr.,m,United States
7152,mike oldfield,f,Brazil
7152,him,f,Brazil
7152,siouxsie and the banshees,f,Brazil
7152,richard cheese,f,Brazil
7152,marillion,f,Brazil
7152,rush,f,Brazil
7152,moby,f,Brazil
7152,jethro tull,f,Brazil
7152,vnv nation,f,Brazil
7152,ladytron,f,Brazil
7152,the cure,f,Brazil
7152,depeche mode,f,Brazil
7152,queensrÿche,f,Brazil
7152,dream theater,f,Brazil
7152,ayreon,f,Brazil
7152,hammerfall,f,Brazil
7152,pain of salvation,f,Brazil
7152,tristania,f,Brazil
7152,new order,f,Brazil
7152,pink floyd,f,Brazil
7152,the smiths,f,Brazil
7152,the 69 eyes,f,Brazil
7152,queen,f,Brazil
7152,the killers,f,Brazil
7152,joy division,f,Brazil
7152,loreena mckennitt,f,Brazil
7152,madonna,f,Brazil
7152,enya,f,Brazil
7152,lacrimosa,f,Brazil
7152,franz ferdinand,f,Brazil
7152,kraftwerk,f,Brazil
7152,nightwish,f,Brazil
7152,paul oakenfold,f,Brazil
7152,keane,f,Brazil
7153,foo fighters,m,Czech Republic
7153,radiohead,m,Czech Republic
7153,johnny cash,m,Czech Republic
7153,the dresden dolls,m,Czech Republic
7153,the cure,m,Czech Republic
7153,deus,m,Czech Republic
7153,tori amos,m,Czech Republic
7153,fugazi,m,Czech Republic
7153,the clash,m,Czech Republic
7153,ramones,m,Czech Republic
7153,motörhead,m,Czech Republic
7153,alice in chains,m,Czech Republic
7153,the smashing pumpkins,m,Czech Republic
7154,placebo,f,Oman
7154,the kooks,f,Oman
7154,marilyn manson,f,Oman
7154,kings of leon,f,Oman
7154,tenacious d,f,Oman
7154,pidżama porno,f,Oman
7154,the doors,f,Oman
7154,papa roach,f,Oman
7154,30 seconds to mars,f,Oman
7154,coma,f,Oman
7154,myslovitz,f,Oman
7154,korpiklaani,f,Oman
7154,3 doors down,f,Oman
7154,lostprophets,f,Oman
7154,mindless self indulgence,f,Oman
7154,aerosmith,f,Oman
7154,happysad,f,Oman
7154,red hot chili peppers,f,Oman
7154,david guetta,f,Oman
7154,nirvana,f,Oman
7154,nickelback,f,Oman
7154,tori amos,f,Oman
7154,rihanna,f,Oman
7154,hey,f,Oman
7154,avenged sevenfold,f,Oman
7154,my chemical romance,f,Oman
7154,disturbed,f,Oman
7154,akon,f,Oman
7155,kylie minogue,m,United Kingdom
7155,andrew lloyd webber,m,United Kingdom
7155,the pogues,m,United Kingdom
7155,david bowie,m,United Kingdom
7155,the killers,m,United Kingdom
7155,queen,m,United Kingdom
7155,pulp,m,United Kingdom
7155,kaiser chiefs,m,United Kingdom
7155,scissor sisters,m,United Kingdom
7155,bonobo,m,United Kingdom
7155,evanescence,m,United Kingdom
7155,blondie,m,United Kingdom
7156,joy division,m,Australia
7156,the rolling stones,m,Australia
7156,neutral milk hotel,m,Australia
7156,the velvet underground,m,Australia
7156,belle and sebastian,m,Australia
7156,the beatles,m,Australia
7156,the brian jonestown massacre,m,Australia
7156,digitalism,m,Australia
7156,air,m,Australia
7156,the white stripes,m,Australia
7156,tom waits,m,Australia
7156,neil young,m,Australia
7156,echo & the bunnymen,m,Australia
7156,cat power,m,Australia
7156,cut copy,m,Australia
7156,camera obscura,m,Australia
7156,the jesus and mary chain,m,Australia
7156,talking heads,m,Australia
7156,the cure,m,Australia
7156,devendra banhart,m,Australia
7156,minor threat,m,Australia
7156,lou reed,m,Australia
7156,r.e.m.,m,Australia
7156,siouxsie and the banshees,m,Australia
7156,pixies,m,Australia
7156,otis redding,m,Australia
7157,django reinhardt,f,Sweden
7157,jefferson airplane,f,Sweden
7157,katie melua,f,Sweden
7157,carla bruni,f,Sweden
7157,leonard cohen,f,Sweden
7157,janis joplin,f,Sweden
7157,regina spektor,f,Sweden
7157,joni mitchell,f,Sweden
7157,aimee mann,f,Sweden
7157,ani difranco,f,Sweden
7157,tori amos,f,Sweden
7157,frédéric chopin,f,Sweden
7157,johnny cash,f,Sweden
7157,ashlee simpson,f,Sweden
7157,cream,f,Sweden
7157,fiona apple,f,Sweden
7157,r.e.m.,f,Sweden
7157,the who,f,Sweden
7157,nina simone,f,Sweden
7157,billie holiday,f,Sweden
7157,bob dylan,f,Sweden
7157,grateful dead,f,Sweden
7157,deep purple,f,Sweden
7157,diana krall,f,Sweden
7157,the beatles,f,Sweden
7157,katatonia,f,Sweden
7158,feist,f,Italy
7158,air,f,Italy
7158,hooverphonic,f,Italy
7158,norah jones,f,Italy
7158,röyksopp,f,Italy
7158,soundtrack,f,Italy
7158,kings of convenience,f,Italy
7162,the sounds,f,Netherlands
7162,nouvelle vague,f,Netherlands
7162,amy winehouse,f,Netherlands
7162,m.i.a.,f,Netherlands
7162,lily allen,f,Netherlands
7162,cansei de ser sexy,f,Netherlands
7162,norah jones,f,Netherlands
7162,air,f,Netherlands
7162,nina simone,f,Netherlands
7162,peaches,f,Netherlands
7162,metric,f,Netherlands
7162,ryan adams,f,Netherlands
7162,jack johnson,f,Netherlands
7162,the cure,f,Netherlands
7162,kanye west,f,Netherlands
7162,kt tunstall,f,Netherlands
7162,róisín murphy,f,Netherlands
7162,yeah yeah yeahs,f,Netherlands
7162,david gray,f,Netherlands
7162,santogold,f,Netherlands
7162,britney spears,f,Netherlands
7162,jem,f,Netherlands
7162,jurassic 5,f,Netherlands
7162,the kooks,f,Netherlands
7162,moby,f,Netherlands
7162,damien rice,f,Netherlands
7162,rihanna,f,Netherlands
7162,goldfrapp,f,Netherlands
7162,klaxons,f,Netherlands
7162,oasis,f,Netherlands
7162,lenny kravitz,f,Netherlands
7162,the ting tings,f,Netherlands
7162,garbage,f,Netherlands
7162,tegan and sara,f,Netherlands
7162,blondie,f,Netherlands
7162,groove armada,f,Netherlands
7162,the verve,f,Netherlands
7162,the knife,f,Netherlands
7162,muse,f,Netherlands
7162,no doubt,f,Netherlands
7162,the beatles,f,Netherlands
7163,they might be giants,m,United States
7163,the beatles,m,United States
7163,modest mouse,m,United States
7163,pixies,m,United States
7163,the smiths,m,United States
7163,talking heads,m,United States
7163,wu-tang clan,m,United States
7163,bob dylan,m,United States
7163,millencolin,m,United States
7163,less than jake,m,United States
7163,gorillaz,m,United States
7163,frank zappa,m,United States
7163,outkast,m,United States
7163,blur,m,United States
7163,the rolling stones,m,United States
7163,red hot chili peppers,m,United States
7163,tenacious d,m,United States
7163,the clash,m,United States
7163,r.e.m.,m,United States
7163,simon & garfunkel,m,United States
7163,weezer,m,United States
7163,kraftwerk,m,United States
7163,the beach boys,m,United States
7163,a tribe called quest,m,United States
7163,madvillain,m,United States
7163,david bowie,m,United States
7163,the chemical brothers,m,United States
7163,public enemy,m,United States
7163,aphex twin,m,United States
7163,elvis presley,m,United States
7163,ennio morricone,m,United States
7163,moby,m,United States
7163,...and you will know us by the trail of dead,m,United States
7164,tom waits,m,Switzerland
7164,björk,m,Switzerland
7164,nina simone,m,Switzerland
7164,le tigre,m,Switzerland
7164,Édith piaf,m,Switzerland
7164,neil young,m,Switzerland
7164,katie melua,m,Switzerland
7164,beck,m,Switzerland
7164,depeche mode,m,Switzerland
7164,sigur rós,m,Switzerland
7165,die apokalyptischen reiter,m,Germany
7165,in extremo,m,Germany
7165,satyricon,m,Germany
7165,type o negative,m,Germany
7165,lacrimosa,m,Germany
7165,cradle of filth,m,Germany
7165,ministry,m,Germany
7165,immortal,m,Germany
7165,die Ärzte,m,Germany
7165,hypocrisy,m,Germany
7165,deathstars,m,Germany
7165,sentenced,m,Germany
7165,children of bodom,m,Germany
7165,rammstein,m,Germany
7165,dimmu borgir,m,Germany
7165,paradise lost,m,Germany
7165,marilyn manson,m,Germany
7168,ramones,m,Brazil
7168,misfits,m,Brazil
7168,motörhead,m,Brazil
7168,echo & the bunnymen,m,Brazil
7168,the beatles,m,Brazil
7168,black sabbath,m,Brazil
7168,joy division,m,Brazil
7168,beastie boys,m,Brazil
7168,metallica,m,Brazil
7168,ac/dc,m,Brazil
7168,supergrass,m,Brazil
7168,dropkick murphys,m,Brazil
7168,led zeppelin,m,Brazil
7168,sonata arctica,m,Brazil
7168,the who,m,Brazil
7168,helloween,m,Brazil
7168,green day,m,Brazil
7168,the kinks,m,Brazil
7168,edguy,m,Brazil
7168,sex pistols,m,Brazil
7168,dead kennedys,m,Brazil
7168,the smiths,m,Brazil
7168,simon & garfunkel,m,Brazil
7168,the smashing pumpkins,m,Brazil
7169,the fratellis,m,United Kingdom
7169,the smashing pumpkins,m,United Kingdom
7169,razorlight,m,United Kingdom
7169,lily allen,m,United Kingdom
7169,the stone roses,m,United Kingdom
7169,arctic monkeys,m,United Kingdom
7169,kasabian,m,United Kingdom
7169,the last shadow puppets,m,United Kingdom
7169,the pigeon detectives,m,United Kingdom
7169,foo fighters,m,United Kingdom
7169,pulp,m,United Kingdom
7169,dirty pretty things,m,United Kingdom
7169,the white stripes,m,United Kingdom
7169,the ting tings,m,United Kingdom
7169,kaiser chiefs,m,United Kingdom
7169,manic street preachers,m,United Kingdom
7169,hard-fi,m,United Kingdom
7169,maxïmo park,m,United Kingdom
7169,the cribs,m,United Kingdom
7169,bruce springsteen,m,United Kingdom
7169,snow patrol,m,United Kingdom
7169,klaxons,m,United Kingdom
7169,oasis,m,United Kingdom
7169,the shins,m,United Kingdom
7169,red hot chili peppers,m,United Kingdom
7169,the kooks,m,United Kingdom
7169,u2,m,United Kingdom
7170,the roots,m,Switzerland
7170,kings of leon,m,Switzerland
7170,digitalism,m,Switzerland
7170,santogold,m,Switzerland
7170,hard-fi,m,Switzerland
7170,the killers,m,Switzerland
7170,feist,m,Switzerland
7170,gorillaz,m,Switzerland
7170,the knife,m,Switzerland
7170,klaxons,m,Switzerland
7170,goldfrapp,m,Switzerland
7170,kasabian,m,Switzerland
7170,placebo,m,Switzerland
7170,katie melua,m,Switzerland
7170,cat power,m,Switzerland
7170,deichkind,m,Switzerland
7170,the kills,m,Switzerland
7170,justice,m,Switzerland
7170,mogwai,m,Switzerland
7170,fischerspooner,m,Switzerland
7170,die Ärzte,m,Switzerland
7171,michael jackson,m,Netherlands
7171,red hot chili peppers,m,Netherlands
7171,santana,m,Netherlands
7171,john mayer,m,Netherlands
7171,jack johnson,m,Netherlands
7171,john frusciante,m,Netherlands
7171,prince,m,Netherlands
7171,coldplay,m,Netherlands
7171,elbow,m,Netherlands
7171,jamiroquai,m,Netherlands
7171,franz ferdinand,m,Netherlands
7173,jimi hendrix,m,Sweden
7173,neutral milk hotel,m,Sweden
7173,modest mouse,m,Sweden
7173,in flames,m,Sweden
7173,queen,m,Sweden
7173,cake,m,Sweden
7173,dire straits,m,Sweden
7173,broken social scene,m,Sweden
7173,louis armstrong,m,Sweden
7173,elton john,m,Sweden
7173,frédéric chopin,m,Sweden
7173,josé gonzález,m,Sweden
7174,rihanna,m,Poland
7174,breaking benjamin,m,Poland
7174,deep purple,m,Poland
7174,metallica,m,Poland
7174,sugababes,m,Poland
7174,britney spears,m,Poland
7174,gorillaz,m,Poland
7174,green day,m,Poland
7174,simple plan,m,Poland
7174,the prodigy,m,Poland
7174,him,m,Poland
7175,killswitch engage,m,Finland
7175,bad religion,m,Finland
7175,deftones,m,Finland
7175,incubus,m,Finland
7175,koЯn,m,Finland
7175,trivium,m,Finland
7175,the pogues,m,Finland
7175,tool,m,Finland
7175,stone sour,m,Finland
7175,metallica,m,Finland
7175,ill niño,m,Finland
7175,slayer,m,Finland
7175,billy talent,m,Finland
7175,fall out boy,m,Finland
7175,cypress hill,m,Finland
7175,lagwagon,m,Finland
7175,in flames,m,Finland
7175,faith no more,m,Finland
7175,panic at the disco,m,Finland
7175,pearl jam,m,Finland
7175,soilwork,m,Finland
7175,bullet for my valentine,m,Finland
7175,nofx,m,Finland
7175,disturbed,m,Finland
7175,scar symmetry,m,Finland
7175,paradise lost,m,Finland
7175,lamb of god,m,Finland
7175,system of a down,m,Finland
7175,type o negative,m,Finland
7175,serj tankian,m,Finland
7175,stone temple pilots,m,Finland
7175,lacuna coil,m,Finland
7175,kanye west,m,Finland
7176,descendents,m,United States
7176,ramones,m,United States
7176,nofx,m,United States
7176,they might be giants,m,United States
7176,pearl jam,m,United States
7176,lagwagon,m,United States
7176,the bouncing souls,m,United States
7176,misfits,m,United States
7176,buzzcocks,m,United States
7176,elvis costello,m,United States
7176,black flag,m,United States
7176,green day,m,United States
7176,pixies,m,United States
7176,dead kennedys,m,United States
7176,the clash,m,United States
7177,hot chip,m,United Kingdom
7177,radiohead,m,United Kingdom
7177,the whitest boy alive,m,United Kingdom
7177,bat for lashes,m,United Kingdom
7177,apparat,m,United Kingdom
7177,flying lotus,m,United Kingdom
7177,cut copy,m,United Kingdom
7177,junior boys,m,United Kingdom
7177,m83,m,United Kingdom
7177,phoenix,m,United Kingdom
7177,justice,m,United Kingdom
7177,klaxons,m,United Kingdom
7177,mgmt,m,United Kingdom
7177,simian mobile disco,m,United Kingdom
7177,underworld,m,United Kingdom
7177,digitalism,m,United Kingdom
7177,talking heads,m,United Kingdom
7177,chromeo,m,United Kingdom
7177,róisín murphy,m,United Kingdom
7177,röyksopp,m,United Kingdom
7177,lykke li,m,United Kingdom
7177,hercules and love affair,m,United Kingdom
7177,unkle,m,United Kingdom
7177,andrew bird,m,United Kingdom
7177,trentemøller,m,United Kingdom
7177,rufus wainwright,m,United Kingdom
7177,fleet foxes,m,United Kingdom
7177,thom yorke,m,United Kingdom
7177,björk,m,United Kingdom
7177,daft punk,m,United Kingdom
7177,jazzanova,m,United Kingdom
7177,the knife,m,United Kingdom
7177,gorillaz,m,United Kingdom
7177,late of the pier,m,United Kingdom
7177,plaid,m,United Kingdom
7178,kanye west,f,Poland
7178,o.s.t.r.,f,Poland
7178,ice cube,f,Poland
7178,justin timberlake,f,Poland
7178,amy winehouse,f,Poland
7179,joss stone,m,Argentina
7179,katatonia,m,Argentina
7179,tool,m,Argentina
7179,creedence clearwater revival,m,Argentina
7182,pink floyd,m,Netherlands
7182,phil collins,m,Netherlands
7182,james blunt,m,Netherlands
7182,katie melua,m,Netherlands
7182,the cranberries,m,Netherlands
7182,eric clapton,m,Netherlands
7182,dire straits,m,Netherlands
7182,amy winehouse,m,Netherlands
7182,santana,m,Netherlands
7182,cream,m,Netherlands
7182,buena vista social club,m,Netherlands
7182,queen,m,Netherlands
7182,led zeppelin,m,Netherlands
7182,supertramp,m,Netherlands
7182,jimi hendrix,m,Netherlands
7182,amy macdonald,m,Netherlands
7182,deep purple,m,Netherlands
7182,michael bublé,m,Netherlands
7182,simon & garfunkel,m,Netherlands
7182,norah jones,m,Netherlands
7182,sade,m,Netherlands
7183,blind guardian,m,Bulgaria
7183,iced earth,m,Bulgaria
7183,stratovarius,m,Bulgaria
7183,moonspell,m,Bulgaria
7183,ayreon,m,Bulgaria
7183,korpiklaani,m,Bulgaria
7183,pain,m,Bulgaria
7183,sepultura,m,Bulgaria
7183,amon amarth,m,Bulgaria
7183,theatre of tragedy,m,Bulgaria
7183,kreator,m,Bulgaria
7183,children of bodom,m,Bulgaria
7183,helloween,m,Bulgaria
7183,finntroll,m,Bulgaria
7183,therion,m,Bulgaria
7184,sigur rós,m,United States
7184,explosions in the sky,m,United States
7184,coldplay,m,United States
7184,all shall perish,m,United States
7184,the dillinger escape plan,m,United States
7186,massive attack,m,Czech Republic
7186,hey,m,Czech Republic
7186,the smashing pumpkins,m,Czech Republic
7186,the chemical brothers,m,Czech Republic
7186,pink floyd,m,Czech Republic
7186,the breeders,m,Czech Republic
7186,sonic youth,m,Czech Republic
7186,clint mansell,m,Czech Republic
7186,ac/dc,m,Czech Republic
7186,bob dylan,m,Czech Republic
7186,the beatles,m,Czech Republic
7186,the killers,m,Czech Republic
7186,paul van dyk,m,Czech Republic
7186,the cardigans,m,Czech Republic
7186,the doors,m,Czech Republic
7186,death cab for cutie,m,Czech Republic
7186,led zeppelin,m,Czech Republic
7186,bob marley & the wailers,m,Czech Republic
7186,portishead,m,Czech Republic
7186,sigur rós,m,Czech Republic
7186,the jimi hendrix experience,m,Czech Republic
7186,janis joplin,m,Czech Republic
7186,rammstein,m,Czech Republic
7186,fatboy slim,m,Czech Republic
7186,queens of the stone age,m,Czech Republic
7186,cream,m,Czech Republic
7186,the white stripes,m,Czech Republic
7186,high contrast,m,Czech Republic
7186,hooverphonic,m,Czech Republic
7186,cat power,m,Czech Republic
7186,the who,m,Czech Republic
